,name,birth_year,weight,height,nationality,cyclist_id
5315,Pieter  Ghyllebert,1982.0,,,Belgium,pieter-ghyllebert
5316,Bernard  Quilfen,1949.0,,,France,bernard-quilfen
5317,Tony  Hurel,1987.0,66.0,169.0,France,tony-hurel
5318,Kristof  Trouvé,1976.0,,,Belgium,kristof-trouve
5319,Guillaume  Auger,1976.0,78.0,184.0,France,guillaume-auger
5320,Julián  Cuevas,1948.0,,,Spain,julian-cuevas
5321,Xabier  Carbayeda,1966.0,,,Spain,xabier-carbayeda
5322,Denis  Menchov,1978.0,65.0,180.0,Russia,denis-menchov
5323,Fabian  Lienhard,1993.0,73.0,183.0,Switzerland,fabian-lienhard
5324,Wim Van Huffel,1979.0,66.0,182.0,Belgium,wim-van-huffel
5325,Hennie  Kuiper,1949.0,69.0,172.0,Netherlands,hennie-kuiper
5326,Miguel  Gutierrez,1954.0,,,Spain,miguel-gutierrez-mayor
5327,Lasse  Norman Leth,1992.0,75.0,181.0,Denmark,lasse-norman-leth
5328,Morgan  Lamoisson,1988.0,69.0,178.0,France,morgan-lamoisson
5329,Yevgeniy  Nepomnyachshiy,1987.0,62.0,174.0,Kazakhstan,yevgeniy-nepomnyachshiy
5330,Alberto  Benito,1975.0,,,Spain,alberto-benito
5331,Mateusz  Taciak,1984.0,68.0,178.0,Poland,mateusz-taciak
5332,Wim  Vervoort,1969.0,,,Belgium,wim-vervoort-1
5333,Mark  Christian,1990.0,72.0,185.0,Great Britain,mark-christian
5334,Jonas  Abrahamsen,1995.0,78.0,183.0,Norway,jonas-abrahamsen
5335,Stefano  Arlotti,1965.0,,,Italy,stefano-arlotti
5336,Dario  Pieri,1975.0,78.0,174.0,Italy,dario-pieri
5337,Simone  Antonini,1991.0,75.0,188.0,Italy,simone-antonini
5338,Steven de Jongh,1973.0,76.0,176.0,Netherlands,steven-de-jongh
5339,Salvatore  Commesso,1975.0,66.0,164.0,Italy,salvatore-commesso
5340,Giocondo  Dalla Rizza,1960.0,,,Italy,giocondo-dalla-rizza
5341,Marc  Streel,1971.0,69.0,184.0,Belgium,marc-streel
5342,Victor  Nuelant,1945.0,,,Belgium,victor-nuelant
5343,Josef  Wehrli,1954.0,,,Switzerland,josef-wehrli
5344,Diederik  Foubert,1961.0,,,Belgium,diederik-foubert
5345,Stefan  Morjean,1960.0,,,Belgium,stefan-morjean
5346,Marco  Toffali,1965.0,,,Italy,marco-toffali
5347,Francis  Moreau,1965.0,77.0,187.0,France,francis-moreau
5348,Balint  Szeghalmi,1980.0,66.0,170.0,Hungary,balint-szeghalmi
5349,Tom  Schuler,1956.0,,,United States,tom-schuler
5350,Lucien De Brauwere,1951.0,63.0,174.0,Belgium,lucien-de-brauwere
5351,Aloïs  Charrin,2000.0,67.0,181.0,France,alois-charrin
5352,José Agostinho  Rosa,1968.0,,,Portugal,jose-rosa
5353,Walter  Clivati,1955.0,,,Italy,walter-clivati
5354,Jukka  Vastaranta,1984.0,63.0,171.0,Finland,jukka-vastaranta
5355,Steff  Cras,1996.0,65.0,183.0,Belgium,steff-cras
5356,Imerio  Cima,1997.0,,,Italy,imerio-cima
5357,Simon  Zahner,1983.0,73.0,181.0,Switzerland,simon-zahner
5358,Jonas  Gregaard,1996.0,66.0,184.0,Denmark,jonas-gregaard
5359,Connor  Brown,1998.0,74.0,187.0,New Zealand,connor-brown2
5360,Jan  Raas,1952.0,72.0,176.0,Netherlands,jan-raas
5361,Rubens  Bertogliati,1979.0,73.0,180.0,Switzerland,rubens-bertogliati
5362,Edwig  Cammaerts,1987.0,74.0,183.0,Belgium,edwig-cammaerts
5363,Jan  Ghyselinck,1988.0,74.0,183.0,Belgium,jan-ghyselinck
5364,Philippe  Schnyder,1978.0,,,Switzerland,philippe-schnyder
5365,Pascal  Ackermann,1994.0,78.0,182.0,Germany,pascal-ackermann
5366,Jose Manuel  Oliveira,1967.0,,,Spain,jose-manuel-oliveira
5367,Stefano  Faustini,1968.0,,,Italy,stefano-faustini
5368,Clément  Venturini,1993.0,60.0,165.0,France,clement-venturini
5369,Luca  Scinto,1968.0,,,Italy,luca-scinto
5370,Enrico  Paolini,1945.0,,,Italy,enrico-paolini
5371,Omar  Fraile,1990.0,72.0,184.0,Spain,omar-fraile
5372,Viatcheslav  Ekimov,1966.0,69.0,176.0,Russia,viatcheslav-ekimov
5373,Matti  Helminen,1975.0,74.0,184.0,Finland,matti-helminen
5374,Armindo  Fonseca,1989.0,56.0,168.0,France,armindo-fonseca
5375,Pierre-Henri  Menthéour,1960.0,,,France,pierre-henri-mentheour
5376,Joaquim Augusto  Gomes,1965.0,,,Portugal,joaquim-augusto-gomes
5377,David  García Dapena,1977.0,73.0,181.0,Spain,david-garcia-dapena
5378,Sam  Welsford,1996.0,79.0,180.0,Australia,sam-welsford
5379,Roger  Swerts,1942.0,75.0,180.0,Belgium,roger-swerts
5380,Sindre  Lunke,1993.0,69.0,183.0,Norway,sindre-skjoestad-lunke
5381,Dorino  Vanzo,1950.0,,,Italy,dorino-vanzo
5382,Dariusz  Kajzer,1961.0,,,Germany,dariusz-kajzer
5383,Evaldas  Šiškevičius,1988.0,80.0,181.0,Lithuania,edvaldas-siskevicius
5384,Paride  Grillo,1982.0,,,Italy,paride-grillo
5385,Stefano  Bizzoni,1961.0,,,Italy,stefano-bizzoni
5386,Fábio  Silvestre,1990.0,78.0,184.0,Portugal,fabio-silvestre
5387,Julien  Stevens,1943.0,,,Belgium,julien-stevens
5388,Julien Van Lint,1946.0,,,Belgium,julien-van-lint
5389,Javier  Benítez,1979.0,,,Spain,javier-benitez-pomares
5390,Jesús  Rodríguez Magro,1960.0,,,Spain,jesus-rodriguez-magro
5391,Sergueï  Lelekin,1973.0,,,Russia,serguei-lelekin
5392,Péter  Kusztor,1984.0,61.0,179.0,Hungary,peter-kusztor
5393,Rudy  Busselen,1955.0,,,Belgium,rudy-busselen
5394,Mattias  Skjelmose,2000.0,65.0,180.0,Denmark,mattias-skjelmose-jensen
5395,Jan  Verstraeten,1978.0,65.0,177.0,Belgium,jan-verstraeten
5396,Guido  Reybrouck,1941.0,,,Belgium,guido-reybroeck
5397,Johan  Remels,1967.0,,,Belgium,johan-remels
5398,Luc De Decker,1960.0,,,Belgium,luc-de-decker
5399,Cyril  Saugrain,1973.0,62.0,170.0,France,cyril-saugrain
5400,Danny  Horton,1946.0,,,Great Britain,danny-horton
5401,Leonardo  Bonifazio,1991.0,63.0,170.0,Italy,leonardo-bonifazio
5402,Antonio  Piedra,1985.0,61.0,178.0,Spain,antonio-piedra
5403,Alexander  Khatuntsev,1985.0,,,Russia,alexander-khatuntsev
5404,José Santiago  Amador,1964.0,,,Colombia,jose-amador
5405,Fréderique  Robert,1989.0,68.0,176.0,Belgium,frederique-robert
5406,John  Mullan,1952.0,,,New Zealand,john-mullan
5407,Ivo  Oliveira,1996.0,68.0,185.0,Portugal,ivo-emanuel-alves
5408,José Luis  Laguía,1959.0,,,Spain,jose-luis-laguia
5409,Klaas  Sys,1986.0,,,Belgium,klaas-sys
5410,Gianfranco  Zilioli,1990.0,61.0,176.0,Italy,gianfranco-zilioli
5411,Pieter  Nassen,1944.0,,,Belgium,pieter-nassen
5412,Chris  Froome,1985.0,68.0,186.0,Great Britain,christopher-froome
5413,Ronald De Witte,1946.0,,,Belgium,ronald-de-witte
5414,Alessandro  Ballan,1979.0,73.0,190.0,Italy,alessandro-ballan
5415,Shinichi  Fukushima,1971.0,62.0,171.0,Japan,shinichi-fukushima
5416,Willy  Planckaert,1944.0,,,Belgium,willy-planckaert
5417,Mike  Neel,1951.0,79.0,184.0,United States,mike-neel
5418,Wesley  Sulzberger,1986.0,65.0,182.0,Australia,wesley-sulzberger
5419,Seweryn Zenon  Kohut,1976.0,,,Poland,seweryn-zenon-kohut
5420,Thomas  Rohregger,1982.0,63.0,176.0,Austria,thomas-rohregger
5421,Jos  Boons,1943.0,,,Belgium,jos-boons
5422,Roland  Leclerc,1963.0,,,France,roland-leclerc
5423,Luca  Pavanello,1969.0,,,Italy,luca-pavanello
5424,David  Loosli,1980.0,71.0,182.0,Switzerland,david-loosli
5425,Leonardo  Giordani,1977.0,68.0,190.0,Italy,leonardo-giordani
5426,Carlo  Chiappano,1941.0,,,Italy,carlo-chiappano
5427,Gerben  Thijssen,1998.0,74.0,174.0,Belgium,gerben-thijssen
5428,Jan  Tratnik,1990.0,65.0,173.0,Slovenia,jan-tratnik
5429,Andrew  Hampsten,1962.0,,,United States,andrew-hampsten
5430,Michel  Vanhaecke,1971.0,,,Belgium,michel-vanhaecke
5431,Nic  Dlamini,1995.0,66.0,177.0,South Africa,nickolas-dlamini
5432,Rinaldo  Nocentini,1977.0,60.0,173.0,Italy,rinaldo-nocentini
5433,Peter  Koning,1990.0,77.0,190.0,Netherlands,peter-koning
5434,Marcel  Wyss,1986.0,63.0,177.0,Switzerland,marcel-wyss
5435,Marco  Giovannetti,1962.0,,,Italy,marco-giovannetti
5436,Diego Pablo  Sevilla,1996.0,64.0,171.0,Spain,diego-pablo-sevilla
5437,Stuart  O'Grady,1973.0,73.0,176.0,Australia,stuart-o-grady
5438,Angelo  Lopeboselli,1977.0,,,Italy,angelo-lopeboselli
5439,Olivier  Pardini,1985.0,68.0,180.0,Belgium,olivier-pardini
5440,Alexander  Serov,1982.0,77.0,189.0,Russia,alexander-serov
5441,Nate  Reiss,1963.0,,,United States,nate-reiss
5442,Daniele  Ratto,1989.0,74.0,180.0,Italy,daniele-ratto
5443,Ethan  Vernon,2000.0,74.0,188.0,Great Britain,ethan-vernon
5444,José Silva Gonçalves  Azevedo,1940.0,,,Portugal,jose-azevedo-goncalves
5445,Peter  Spaenhoven,1963.0,,,Belgium,peter-spaenhoven
5446,Colin  Joyce,1994.0,,178.0,United States,colin-joyce
5447,Alessandro  Romio,1974.0,,,Italy,alessandro-romio
5448,Luciano  Boffo,1962.0,,,Italy,luciano-boffo
5449,Hugues  Grondin,1959.0,,,France,hugues-grondin
5450,Alain  Patritti,1953.0,,,France,alain-patritti
5451,Hubert  Dupont,1980.0,57.0,174.0,France,hubert-dupont
5452,Aleksandar  Nikačević,1978.0,,,Serbia,aleksandar-nikacevic
5453,Jempy  Drucker,1986.0,75.0,182.0,Luxembourg,jean-pierre-drucker
5454,Antoine  Aebi,1998.0,,,Switzerland,antoine-aebi
5455,George  Hincapie,1973.0,83.0,191.0,United States,george-hincapie
5456,Thomas  Bay,1970.0,,,Denmark,thomas-bay
5457,Dino  Zandegù,1940.0,,,Italy,dino-zandegu
5458,Eddy  Lembo,1980.0,,,Algeria,eddy-lembo
5459,Giuseppe  Muraglia,1979.0,,,Italy,giuseppe-muraglia
5460,Francisco Ignacio  San Román,1966.0,,,Spain,francisco-san-roman
5461,Ivar  Slik,1993.0,71.0,187.0,Netherlands,ivar-slik
5462,Hakan  Jensen,1961.0,,,Sweden,hakan-jensen
5463,Mike  Teunissen,1992.0,73.0,184.0,Netherlands,mike-teunissen
5464,Edoardo  Zambanini,2001.0,62.0,181.0,Italy,edoardo-zambanini
5465,Christian  Jourdan,1954.0,64.0,170.0,France,christian-jourdan
5466,Leo van Vliet,1955.0,65.0,181.0,Netherlands,leo-van-vliet
5467,Bernardo  Suaza,1992.0,66.0,174.0,Colombia,bernardo-suaza
5468,Rafael  Andriato,1987.0,67.0,177.0,Brazil,rafael-andriato
5469,Louis  Barré,2000.0,68.0,184.0,France,louis-barre
5470,Maurizio  Bellin,1982.0,,,Italy,maurizio-bellin
5471,Juan José  Haedo,1981.0,73.0,180.0,Argentina,juan-jose-haedo
5472,Artur  Gajek,1985.0,74.0,189.0,Germany,artur-gajek
5473,Jean-Marie  Grezet,1959.0,,,Switzerland,jean-marie-grezet
5474,Paweł  Bernas,1990.0,77.0,190.0,Poland,pawel-bernas
5475,Maurizio  Frizzo,1969.0,,,Italy,maurizio-frizzo
5476,Stefano  Casagranda,1973.0,,,Italy,stefano-casagranda
5477,Rolf  Sørensen,1965.0,70.0,178.0,Denmark,rolf-sorensen
5478,Wladimiro  D'ascenzo,1971.0,,,Italy,wladimiro-d-ascenzo
5479,Florian  Vachon,1985.0,65.0,179.0,France,florian-vachon
5480,Andrey  Zeits,1986.0,73.0,189.0,Kazakhstan,andrey-zeits
5481,Genki  Yamamoto,1991.0,62.0,163.0,Japan,genki-yamamoto
5482,Gianpaolo  Mondini,1972.0,,,Italy,gianpaolo-mondini
5483,Patrick  Onnockx,1959.0,,,Belgium,patrick-onnockx
5484,Leonardo  Zanotti,1978.0,,,Italy,leonardo-zanotti
5485,Franz  Hotz,1968.0,,,Switzerland,franz-hotz
5486,Jean-René  Bernaudeau,1956.0,64.0,174.0,France,jean-rene-bernaudeau
5487,Miguel Armando  Ubeto,1976.0,60.0,168.0,Venezuela,miguel-armando-ubeto
5488,Valerio  Conti,1993.0,61.0,172.0,Italy,valerio-conti
5489,Mirko  Puglioli,1973.0,,,Italy,mirko-puglioli
5490,Søren  Wærenskjold,2000.0,92.0,195.0,Norway,soren-waerenskjold
5491,Anders  Skaarseth,1995.0,,186.0,Norway,anders-skaarseth
5492,Adrien  Boichis,2003.0,,,France,adrien-boichis
5493,Zenon  Jaskuła,1962.0,76.0,183.0,Poland,zenon-jaskula
5494,David  Per,1995.0,81.0,192.0,Slovenia,david-per
5495,Jean  Habets,1961.0,,,Netherlands,jean-habets
5496,Santiago  Izuzkiza,1962.0,,,Spain,santiago-izuzkiza
5497,Jesus  Guzman,1957.0,,,Spain,jesus-guzman-delgado
5498,Daniele  Sgnaolin,1970.0,,,Italy,daniele-sgnaolin
5499,Andrés  Oliva,1948.0,,,Spain,andres-oliva
5500,José Daniel  Rincón,1975.0,,,Colombia,jose-daniel-rincon
5501,Adam  Stachowiak,1989.0,62.0,176.0,Poland,adam-stachowiak
5502,Luc  Ronsse,1955.0,,,Belgium,luc-ronsse
5503,Sergio Roman  Martín,1996.0,69.0,182.0,Spain,sergio-martin
5504,Etienne Van der Helst,1953.0,,,Belgium,etienne-van-der-helst
5505,Aitor  Kintana,1975.0,60.0,171.0,Spain,aitor-kintana
5506,Lars van den Berg,1998.0,72.0,185.0,Netherlands,lars-van-den-berg
5507,Evgeny  Kobernyak,1995.0,59.0,170.0,Russia,evgeny-kobernyak
5508,Alan  Riou,1997.0,68.0,176.0,France,alan-riou
5509,Philippe  Crépel,1945.0,,,France,philippe-crepel
5510,Arkadiusz  Wojtas,1977.0,,,Poland,arkadiusz-wojtas
5511,Erik  Breukink,1964.0,70.0,185.0,Netherlands,erik-breukink
5512,Oscar  López,1970.0,,,Spain,oscar-lopez-uriarte
5513,Simon  Yates,1992.0,58.0,172.0,Great Britain,simon-yates
5514,Kevin  Colleoni,1999.0,66.0,180.0,Italy,kevin-colleoni
5515,Carlos  Rodríguez,2001.0,67.0,183.0,Spain,carlos-rodriguez-cano
5516,Luigi  Belli,1964.0,,,Italy,luigi-belli
5517,Matthias  Kessler,1979.0,70.0,172.0,Germany,matthias-kessler
5518,Jean-pierre  Biderre,1950.0,,,France,jeanpierre-biderre
5519,Johan  Meens,1999.0,62.0,174.0,Belgium,johan-meens
5520,Joaquim  Silva,1992.0,66.0,185.0,Portugal,joaquim-silva
5521,Sergio  Ghisalberti,1979.0,,,Italy,sergio-ghisalberti
5522,Thomas De Gendt,1986.0,73.0,179.0,Belgium,thomas-de-gendt
5523,Bjorg  Lambrecht,1997.0,56.0,169.0,Belgium,bjorg-lambrecht
5524,Max  Kanter,1997.0,68.0,176.0,Germany,max-kanter
5525,Cristian  Salvato,1971.0,,,Italy,cristian-salvato
5526,Magnus  Cort,1993.0,68.0,184.0,Denmark,magnus-cort-nielsen
5527,Serguei  Yakovlev,1976.0,70.0,175.0,Kazakhstan,serguei-yakovlev
5528,Adam  Yates,1992.0,58.0,173.0,Great Britain,adam-yates
5529,Christian  Brasseur,1949.0,,,Belgium,christian-brasseur
5530,Yauheni  Hutarovich,1983.0,71.0,178.0,Belarus,yauheni-hutarovich
5531,Sabino  Angoitia,1958.0,,,Spain,sabino-angoitia
5532,Nicola  Testi,1990.0,,,Italy,nicola-testi
5533,Bruno  Cornillet,1963.0,,,France,bruno-cornillet
5534,Jacques  Verbrugge,1955.0,,,Netherlands,jacques-verbrugge
5535,Giampaolo  Caruso,1980.0,60.0,173.0,Italy,giampaolo-caruso
5536,René  Bittinger,1954.0,69.0,174.0,France,rene-bittinger
5537,Maurice  Eyers,1948.0,,,Belgium,maurice-eyers
5538,Johan van der Meer,1954.0,,,Netherlands,johan-van-der-meer
5539,Marco  Frigo,2000.0,65.0,188.0,Italy,marco-frigo
5540,Joel  Nicolau,1997.0,66.0,176.0,Spain,joel-nicolau
5541,Peter  Hofland,1958.0,,,Netherlands,peter-hofland
5542,Juan Carlos  López,1981.0,,,Colombia,juan-carlos-lopez-marin
5543,José Alberto  Martinez,1975.0,67.0,176.0,Spain,jose-alberto-martinez
5544,Jean-Louis  Gauthier,1955.0,,,France,jean-louis-gauthier
5545,Anastasio  Greciano,1952.0,,,Spain,anastasio-greciano
5546,Giorgio  Cecchinel,1989.0,69.0,176.0,Italy,giorgio-cecchinel
5547,Joël  Hauvieux,1949.0,,,France,joel-hauvieux
5548,Dieter  Puschel,1939.0,,,Germany,dieter-puschel
5549,Mariano  Bayon,1960.0,,,Spain,mariano-bayon
5550,José Bento  Azevedo,1973.0,59.0,173.0,Portugal,jose-bento-carvalho-de-azevedo
5551,Xavier  Tondo,1978.0,68.0,182.0,Spain,xavier-tondo
5552,Felipe  Yáñez,1953.0,,,Spain,felipe-yanez
5553,Miguel  Ugartemendia,1960.0,,,Spain,miguel-ugartemendia
5554,Christophe  Laporte,1992.0,76.0,191.0,France,christophe-laporte
5555,Giusvan  Piovaccari,1973.0,,,Italy,giusvan-piovaccari
5556,Alvaro  Sierra,1967.0,,,Colombia,alvaro-sierra-1
5557,Sigmund  Hermann,1959.0,,,Liechtenstein,sigmund-hermann
5558,Alexandre  Trubine,1966.0,,,Russia,alexandre-trubine
5559,Olivier Le Gac,1993.0,70.0,180.0,France,olivier-le-gac
5560,Edgar  Corredor,1960.0,,,Colombia,edgar-corredor
5561,David  Martin,1999.0,68.0,177.0,Spain,david-martin-romero
5562,Simone  Biasci,1970.0,,,Italy,simone-biasci
5563,Dario  Gadeo,1975.0,,,Spain,dario-gadeo
5564,David  Herrero,1979.0,61.0,173.0,Spain,david-herrero-llorente
5565,Serghei  Țvetcov,1988.0,69.0,178.0,Romania,serghei-tvetcov
5566,Enrico  Maestrelli,1958.0,,,Italy,enrico-maestrelli
5567,Marcel  Renggij,1974.0,,,Switzerland,marcel-renggij
5568,Benjamin Le Montagner,1986.0,,,France,benjamin-le-montagner
5569,Luc  Roosen,1964.0,,,Belgium,luc-roosen
5570,Frank  Vandenbroucke,1974.0,67.0,179.0,Belgium,frank-vandenbroucke
5571,Jacek  Bodyk,1966.0,,,Poland,jacek-bodyk
5572,Jérémy  Lecroq,1995.0,70.0,189.0,France,jeremy-lecroq
5573,Tomaž  Nose,1982.0,,,Slovenia,tomaz-nose
5574,José Patrocinio  Jiménez,1953.0,,,Colombia,jose-patrocinio-jimenez
5575,Walter  Calzoni,2001.0,,172.0,Italy,walter-calzoni
5576,Gaizka  Lasa,1982.0,,,Spain,gaizka-lasa-larraya
5577,Magno  Nazaret,1986.0,65.0,172.0,Brazil,magno-prado
5578,Alessandro  Tonelli,1992.0,64.0,176.0,Italy,alessandro-tonelli
5579,Hans  Boom,1958.0,,,Netherlands,hans-boom
5580,Luca  Colombo,1969.0,,,Italy,luca-colombo
5581,Anthony  Charteau,1979.0,67.0,175.0,France,anthony-charteau
5582,James Lewis  Perry,1979.0,,,South Africa,james-lewis-perry
5583,Junichi  Kikuta,1966.0,,,Japan,junichi-kikuta
5584,Francisco  Codony,1955.0,,,Spain,francisco-codony
5585,Oleg  Chuzhda,1985.0,,,Ukraine,oleg-chuzhda
5586,Diego  Rubio,1991.0,81.0,191.0,Spain,diego-rubio
5587,Marek  Lesniewski,1963.0,,185.0,Poland,marek-lesniewski
5588,Bernard  Croyet,1948.0,,,France,bernard-croyet
5589,Nick  Gates,1972.0,71.0,183.0,Australia,nick-gates
5590,Robert  Wagner,1983.0,75.0,186.0,Germany,robert-wagner
5591,Uwe  Bolten,1959.0,,,Germany,uwe-bolten
5592,Mauro  Angelucci,1961.0,,,Italy,mauro-angelucci
5593,William  Frischkorn,1981.0,68.0,183.0,United States,william-frischkorn-1
5594,Cristian  Gasperoni,1970.0,,,Italy,cristian-gasperoni
5595,Rubén  Díaz de Cerio,1976.0,,,Spain,ruben-diaz-de-cerio
5596,Jorge  Capitan,1977.0,,,Spain,jorge-capitan
5597,Martin  Marcellusi,2000.0,62.0,172.0,Italy,martin-marcellusi
5598,Hector  Patarroyo,1958.0,,,Colombia,hector-patarroyo
5599,Jon  Irisarri,1995.0,66.0,175.0,Spain,jon-irisarri
5600,Jean-Pierre  Delphis,1969.0,,,France,jean-pierre-delphis
5601,Iker  Ballarin,1997.0,,,Spain,iker-ballarin-manso
5602,Stefanino  Cecini,1966.0,,,Italy,stefanino-cecini
5603,José Luis  Arrieta,1971.0,68.0,178.0,Spain,jose-luis-arrieta
5604,Taylor  Phinney,1990.0,82.0,197.0,United States,taylor-phinney
5605,Dario  Mariuzzo,1961.0,,,Italy,dario-mariuzzo
5606,Martin  Aun,1964.0,,,Estonia,martin-aun
5607,Kristijan  Koren,1986.0,72.0,183.0,Slovenia,kristijan-koren
5608,Tim  Harris,1962.0,,,Great Britain,tim-harris
5609,Patrick  Schelling,1990.0,61.0,173.0,Switzerland,patrick-schelling
5610,Vladimir  Isaychev,1986.0,80.0,188.0,Russia,vladimir-isaychev
5611,Troels Rønning  Vinther,1987.0,68.0,182.0,Denmark,troels-vinther
5612,Andrea  Guardini,1989.0,66.0,175.0,Italy,andrea-guardini
5613,Giacomo  Berlato,1992.0,60.0,169.0,Italy,giacomo-berlato
5614,Ruslan  Pidgornyy,1977.0,72.0,184.0,Ukraine,ruslan-pidgornyy
5615,Thierry  Hupond,1984.0,65.0,178.0,France,thierry-hupond
5616,Piero  Onesti,1959.0,,,Italy,piero-onesti
5617,Javier  Megías,1983.0,63.0,173.0,Spain,javier-megias
5618,Romain  Maes,1950.0,,,Belgium,romain-maes2
5619,Mathis Le Berre,2001.0,68.0,176.0,France,mathis-le-berre
5620,Stefano  Cavallari,1978.0,,,Italy,stefano-cavallari
5621,Zhandos  Bizhigitov,1991.0,76.0,192.0,Kazakhstan,zhandos-bizhigitov
5622,Francesco  Bellotti,1979.0,65.0,179.0,Italy,francesco-bellotti
5623,Marcelino  García,1971.0,,,Spain,marcelino-garcia
5624,Emiel De Haes,1955.0,,,Belgium,emile-de-haes
5625,Daniel  Gisiger,1954.0,,,Switzerland,daniel-gisiger
5626,Tony  Bracke,1971.0,,,Belgium,tony-bracke
5627,Karel  Sels,1951.0,,,Belgium,karel-sels
5628,Sebastian  Lander,1991.0,70.0,175.0,Denmark,sebastian-lander
5629,Luca  Barla,1987.0,,,Italy,luca-barla
5630,Gianmarco  Saccani,1959.0,,,Italy,gianmarco-saccani
5631,Juan Sebastián  Molano,1994.0,72.0,180.0,Colombia,juan-sebastian-molano
5632,Antonino  Parrinello,1988.0,68.0,178.0,Italy,antonino-parrinello
5633,Nicolas  Edet,1987.0,60.0,176.0,France,nicolas-edet
5634,Jos  Haex,1959.0,,,Belgium,jos-haex
5635,David  Moncoutié,1975.0,69.0,180.0,France,david-moncoutie
5636,Thorwald  Veneberg,1977.0,75.0,186.0,Netherlands,thorwald-veneberg
5637,Christian  Callens,1947.0,,,Belgium,christian-callens
5638,Charles  Planet,1993.0,71.0,179.0,France,charles-planet
5639,Lennie  Kristensen,1968.0,70.0,183.0,Denmark,lennie-kristensen
5640,Renaud  Boxus,1973.0,,,Belgium,renaud-boxus
5641,Javier  Garciandia,1965.0,,,Spain,javier-garciandia
5642,Marc Van Den Brande,1959.0,,,Belgium,marc-van-den-brande2
5643,Charles  Dionne,1979.0,,,Canada,charles-dionne
5644,Dominik  Roels,1987.0,75.0,185.0,Germany,dominik-roels
5645,Eduardo  Castello,1940.0,,,Spain,eduardo-castello
5646,Silvano  Ricco,1959.0,,,Italy,silvano-ricco
5647,Massimiliano  Maisto,1980.0,,,Italy,massimiliano-maisto
5648,Daniel  Girard,1956.0,,,Switzerland,daniel-girard
5649,Paul  Martens,1983.0,69.0,178.0,Germany,paul-martens
5650,Giuseppe  Milioli,1945.0,,,Italy,giuseppe-milioli
5651,Michael  Carbel,1995.0,73.0,180.0,Denmark,michael-carbel
5652,Yannis  Voisard,1998.0,56.0,,Switzerland,yannis-voisard
5653,Paídi  O'Brien,1984.0,,,Ireland,paidi-o-brien
5654,Juan Carlos  Arribas,1966.0,,,Spain,juan-carlos-arribas
5655,Enrico  Poitschke,1969.0,73.0,179.0,Germany,enrico-poitschke
5656,Antonio Jesús  Soto,1994.0,66.0,175.0,Spain,antonio-soto
5657,Sebastian  Lang,1979.0,77.0,187.0,Germany,sebastian-lang
5658,Andreas  Leknessund,1999.0,72.0,186.0,Norway,andreas-leknessund
5659,Paolo  Botarelli,1966.0,,,Italy,paolo-botarelli
5660,Scott  Sunderland,1966.0,65.0,179.0,Australia,scott-sunderland
5661,Fred  Wright,1999.0,75.0,184.0,Great Britain,alfred-wright
5662,Patrick  Verschueren,1962.0,,,Belgium,patrick-verschueren
5663,Lindsay De Vylder,1995.0,70.0,184.0,Belgium,lindsay-de-vylder
5664,Jaume  Rovira,1979.0,,,Spain,jaume-rovira-pous
5665,Floyd  Landis,1975.0,68.0,178.0,United States,floyd-landis
5666,Emanuele  Bindi,1981.0,,,Italy,emanuele-bindi
5667,Daniel Von Flue,1970.0,,,Switzerland,daniel-von-flue
5668,Bernard  Gavillet,1960.0,,,Switzerland,bernard-gavillet
5669,Orlando  Maini,1958.0,,,Italy,orlando-maini
5670,Jos  Alberts,1961.0,,,Netherlands,jos-alberts
5671,Marco  Engels,1973.0,,,Netherlands,marco-engels
5672,Mikkel Frølich  Honoré,1997.0,68.0,185.0,Denmark,mikkel-honore
5673,Valery  Baturo,1970.0,,,Russia,valery-baturo
5674,Daniel  Pearson,1994.0,53.0,165.0,Great Britain,daniel-pearson
5675,René  Dillen,1951.0,,,Belgium,rene-dillen
5676,Willy  Vekemans,1945.0,,,Belgium,willy-vekemans
5677,Wout  Poels,1987.0,66.0,186.0,Netherlands,wout-poels
5678,Marc  Lotz,1973.0,76.0,189.0,Netherlands,marc-lotz
5679,Jo  Maas,1954.0,,,Netherlands,jo-maas
5680,Wim  Arras,1964.0,,,Belgium,wim-arras
5681,João Pedro  Silva,1968.0,68.0,178.0,Portugal,joao-pedro-silva
5682,Rodolfo  Ongarato,1971.0,,,Italy,rodolfo-ongarato
5683,Miguel Eduardo  Flórez,1996.0,57.0,174.0,Colombia,miguel-eduardo-florez
5684,Paul  Magnier,2004.0,75.0,187.0,France,paul-magnier
5685,Fiorenzo  Aliverti,1957.0,,,Italy,fiorenzo-aliverti
5686,Stefano  Locatelli,1989.0,60.0,176.0,Italy,stefano-locatelli
5687,Bjørnar  Vestøl,1974.0,85.0,190.0,Norway,bjornar-vestol
5688,Rafael  Tolosa,1958.0,,,Colombia,rafael-tolosa
5689,Jorge  Pérez,1964.0,,,Spain,jorge-perez
5690,Steven  Rooks,1960.0,,,Netherlands,steven-rooks
5691,Marcel  Tinazzi,1953.0,,,France,marcel-tinazzi
5692,Stefano  Dante,1970.0,,,Italy,stefano-dante
5693,Hans-Peter  Jakst,1954.0,,,Germany,hans-peter-jakst
5694,Erich  Jagsch,1955.0,,,Austria,erich-jagsch
5695,Rik Van Slycke,1963.0,,,Belgium,rik-van-slycke
